ALC_24_BINO,2,NA,NA1
ALC_24_MOV,2,NA,NA1
ALC_24_MUS,2,NA,NA1
ALC_4R_NEWS,2,NA,NA1
ALC_7SEA_CHA,2,1272,7_Sea
ALC_AAK_AAT,2,NA,NA1
ALC_AIR_ASSM,2,NA,NA1
ALC_AIR_BANG,2,NA,NA1
ALC_AIR_HIN,2,NA,NA1
ALC_AIR_KANN,2,NA,NA1
ALC_AIR_MAL,2,NA,NA1
ALC_AIR_NWEST,2,NA,NA1
ALC_AIR_ORIYA,2,NA,NA1
ALC_AIR_PUN,2,NA,NA1
ALC_AIR_RAG,2,NA,NA1
ALC_AIR_TAM,2,NA,NA1
ALC_AIR_TEL,2,NA,NA1
ALC_AIR_URDU,2,NA,NA1
ALC_AIR_VBS,2,NA,NA1
ALC_AKSHY_TV,2,NA,NA1
ALC_ALNKR_TV,2,NA,NA1
ALC_AMN,2,NA,NA1
ALC_ANDRA_JYO,2,NA,NA1
ALC_ANUG,2,NA,NA1
ALC_AP9,2,NA,NA1
ALC_ARAD,2,NA,NA1
ALC_ASEER_TV,2,NA,NA1
ALC_AZAD_NEWS,2,NA,NA1
ALC_BAIS_TV,2,NA,NA1
ALC_BANSL_NEWS,2,NA,NA1
ALC_BHAK_TV,2,NA,NA1
ALC_BIBL_TV,2,NA,NA1
ALC_BIZ_NEWS,2,NA,NA1
ALC_BLC,2,NA,NA1
ALC_BSL,2,NA,NA1
ALC_BTV,2,NA,NA1
ALC_CALV_TV,2,NA,NA1
ALC_CAPT_TV,2,NA,NA1
ALC_CCTV_NEWS,2,NA,NA1
ALC_CHANL_10,2,NA,NA1
ALC_CHANL_VIS,2,NA,NA1
ALC_CHITRM,2,NA,NA1
ALC_C_MUS,2,NA,NA1
ALC_C_MYS,2,NA,NA1
ALC_CTVN,2,NA,NA1
ALC_CVR_NEWS,2,NA,NA1
ALC_CVR_SPIR,2,NA,NA1
ALC_DARSHN_TV,2,NA,NA1
ALC_DAY_NIGHT,2,NA,NA1
ALC_DHAML,2,NA,NA1
ALC_DHARSN,2,NA,NA1
ALC_DHAR_TEL,2,NA,NA1
ALC_DWS_RAD,2,NA,NA1
ALC_DY365,2,NA,NA1
ALC_FM_GOLD,2,NA,NA1
ALC_FMGOLD_CHAN_MUM,2,NA,NA1
ALC_FM_RAINBW,2,NA,NA1
ALC_FM_RAIN_BANG,2,NA,NA1
ALC_FM_RAIN_CHENN,2,NA,NA1
ALC_FM_FRON_TV,2,NA,NA1
ALC_GOODNS_TV,2,NA,NA1
ALC_GURU,2,NA,NA1
ALC_GYAN,2,NA,NA1
ALC_HAM_TV,2,NA,NA1
ALC_HATH_DIG,2,NA,NA1
ALC_HATH_HAR,2,NA,NA1
ALC_HATH_MAX,2,NA,NA1
ALC_HATH_MOV,2,NA,NA1
ALC_HATH_UTTR,2,NA,NA1
ALC_HBN,2,NA,NA1
ALC_HIGH_NEW,2,NA,NA1
ALC_HOTL_INF,2,NA,NA1
ALC_ILINK,2,NA,NA1
ALC_INEWS,2,NA,NA1
ALC_IMAYM,2,NA,NA1
ALC_IND_NEWS_HAR,2,NA,NA1
ALC_IND_NEWS_MP,2,NA,NA1
ALC_IND_NEW_RAJ,2,NA,NA1
ALC_IND_VIS_NEW,2,NA,NA1
ALC_ISAI,2,NA,NA1
ALC_ISHWR,2,NA,NA1
ALC_ITV_CHOIC,2,NA,NA1
ALC_JAI_HIND,2,NA,NA1
ALC_JALSA_MOV,2,NA,NA1
ALC_JANSRI,2,NA,NA1
ALC_JANO_DUNI,2,NA,NA1
ALC_JEEVN,2,NA,NA1
ALC_JINVANI,2,NA,NA1
ALC_KAIL_MOV,2,NA,NA1
ALC_KAL_SEITH,2,NA,NA1
ALC_KAST_NEWS,2,NA,NA1
ALC_KAST_TV,2,NA,NA1
ALC_KATYNI,2,NA,NA1
ALC_KAUM,2,NA,NA1
ALC_KHAB_BHAR,2,NA,NA1
ALC_KHOJ_IND,2,NA,NA1
ALC_KHUSHI,2,NA,NA1
ALC_KOL_TV,2,NA,NA1
ALC_LIFE_TV,2,NA,NA1
ALC_LOTUS,2,NA,NA1
ALC_MAUR_TV,2,NA,NA1
ALC_MCN,2,NA,NA1
ALC_MH1_NEWS,2,NA,NA1
ALC_MMV_BANG,2,NA,NA1
ALC_MMV_ENT0,2,NA,NA1
ALC_MOC,2,NA,NA1
ALC_MOV_OPERA,2,NA,NA1
ALC_MURASU,2,NA,NA1
ALC_MUS_BANG,2,NA,NA1
ALC_MUS F,2,NA,NA1
ALC_MUD,2,NA,NA1
ALC_NDTV_HIN,2,NA,NA1
ALC_NE_BANG,2,NA,NA1
ALC_NE_HI-FI,2,NA,NA1
ALC_NEW_HOPE,2,NA,NA1
ALC_NEWS9,2,NA,NA1
ALC_NEWS_ASSAM,2,NA,NA1
ALC_NHK_JAP,2,NA,NA1
ALC_NHK_WORLD,2,NA,NA1
ALC_OM_BANG,2,NA,NA1
ALC_ONKAR,2,NA,NA1
ALC_P7_NEWS,2,1139,P7
ALC_PEAR_NCR_TV,2,NA,NA1
ALC_PEOPLE,2,NA,NA1
ALC_POLIMER,2,NA,NA1
ALC_POLI_KANN,2,NA,NA1
ALC_POW_VIS,2,1296,NA1
ALC_PRAG_NEWS,2,NA,NA1
ALC_PRAG_TV,2,NA,NA1
ALC_PROM,2,NA,NA1
ALC_PUB_TV,2,NA,NA1
ALC_PUTH_YUGAM,2,NA,NA1
ALC_RPLUS,2,NA,NA1
ALC_RAD_FM_GOLD,2,NA,NA1
ALC_RAD_FRAN_INT,2,NA,NA1
ALC_RAD_KANN,2,NA,NA1
ALC_RAD_KASH,2,NA,NA1
ALC_RAD_MALA,2,NA,NA1
ALC_RAD_PUN,2,NA,NA1
ALC_RAD_TAM,2,NA,NA1
ALC_RAD_TEL,2,NA,NA1
ALC_RAJ_MUS_KANN,2,NA,NA1
ALC_RAJ_NEWS_KANN,2,NA,NA1
ALC_REPOR,2,NA,NA1
ALC_ROM_NOW+,2,NA,NA1
ALC_SADA_CHAN,2,NA,NA1
ALC_SADH_NEWS_UP,2,NA,NA1
ALC_SAHA_AALA,2,NA,NA1
ALC_SAHA_BIH,2,NA,NA1
ALC_SAHARA_MP,2,NA,NA1
ALC_SAHARA_UP,2,NA,NA1
ALC_SAKSHI,2,NA,NA1
ALC_SALVA,2,NA,NA1
ALC_SAMAC_PLUS,2,NA,NA1
ALC_SAMAY,2,NA,NA1
ALC_SAMAY_RAJA,2,NA,NA1
ALC_SAMAYA,2,NA,NA1
ALC_SAND_NEWS,2,NA,NA1
ALC_SATHIYAM,2,NA,NA1
ALC_SATSANG,2,NA,NA1
ALC_SATYA_VEEDA,2,NA,NA1
ALC_SEITHIGAL,2,NA,NA1
ALC_SHAK_TV,2,1161,Shakti_TV
ALC_SHALOM,2,NA,NA1
ALC_SHRADDHA,2,NA,NA1
ALC_SHRI_NEWS,2,NA,NA1
ALC_SIRIPOLI,2,NA,NA1
ALC_SONA_BANG,2,NA,NA1
