ALC_HD_STAR_SPOR1,NA1,CISCO
ALC_HD_STAR_SPOR2,NA1,CISCO
ALC_HD_STAR_SPOR1,1327,NDS
ALC_HD_STAR_SPOR2,1328,NDS
