77269481,189250938,77267593,vc
82019574,184884081,82021654,vc
104399577,182529536,104399065,vc
82228723,192932420,82229987,vc
82225124,184676077,82226936,vc
82227622,191148429,82230342,vc
82230784,186828804,82226303,vc
82229909,183266951,82229637,vc
105322748,184059774,105321532,vc
100401046,187781437,100400486,vc
83025326,191785305,83022454,vc
98077241,193920941,98076377,vc
95292518,187974956,95292166,vc
103757625,183785213,103755945,vc
82220413,194505507,82221677,vc
83023894,182458082,83024646,vc
82229546,188741081,82230994,vc
82224576,187758620,82223039,vc
93445205,191152401,93444325,vc
82215725,185155889,82216373,vc
82225903,183359541,82224631,vc
82226023,190484923,82223879,vc
82225098,193571689,82223570,vc
82220491,185349814,82219603,vc
82220088,185559821,82220104,vc
82223877,186671114,82226601,vc
82218795,190646166,82218323,vc
82228891,191005846,82228299,vc
82230248,187978582,82228296,vc
82223131,191599577,82223755,vc
82229138,183838033,82230082,vc
82219628,186308066,82221516,vc
82224076,195050398,82223116,vc
82220333,189220998,82219893,vc
83024344,189442114,82234425,vc
2409248026,194811598,2409282746,vc
83022197,183597510,83023925,vc
82225824,185825256,82224128,vc
82221188,185080514,82222392,vc
82228789,187881807,82227429,vc
83024662,193122275,83022214,vc
82229499,194060405,82231147,vc
82222893,190817530,82222581,vc
82227994,194698360,82228778,vc
82230203,182971712,82230555,vc
82228699,183501981,82231275,vc
82230054,184664648,82228154,vc
82226197,189229920,82225029,vc
79357481,194885978,79356081,vc
82229267,190867961,82231293,vc
106126730,189050646,106126986,vc
82221136,184415542,82219328,vc
82227765,191801652,82228069,vc
93608866,194291741,93609282,vc
82221442,189025087,82221116,vc
82217717,191419023,82217445,vc
82228818,190454890,82228514,vc
82216717,188312274,82218133,vc
82224814,192075187,82225230,vc
82230372,187132951,82228312,vc
2409998350,187683913,2409963813,vc
82229788,191595819,82228876,vc
82218733,182869711,82218893,vc
875671758,183486797,876091515,vc
82220565,183613214,82219429,vc
98058288,193024397,98058704,vc
8021120,31443178,8021760,vc
93444866,193156453,93442492,vc
82223584,190575953,82226240,vc
82218821,185821101,82217913,vc
82225022,183537903,82223838,vc
82216569,186498635,82215401,vc
82230375,191055336,82230791,vc
82220666,194629993,82221618,vc
82216955,189313124,82216795,vc
82232361,194475610,82234633,vc
82226021,183319132,82225017,vc
82215633,194256178,82215969,vc
82219957,194382855,82222053,vc
741106818,195045581,741633349,vc
93613770,182828294,93610482,vc
93610416,188013084,93610704,vc
106120814,188521849,106120302,vc
64620087,189036291,64622231,vc
105334663,183742025,105333115,vc
82224483,194043615,82225597,vc
82234545,183480439,82234977,vc
82226452,191353367,82227140,vc
83023082,192762504,83025002,vc
741146017,211576071,741242941,vc
82215243,190936823,82215315,vc
82224531,194627902,82226531,vc
2410004425,193369340,2409925073,vc
101016055,183320941,101016311,vc
82221898,182960705,82219218,vc
83022774,191398287,83023974,vc
82227240,183760196,82230896,vc
82218041,194383990,82218649,vc
82225921,188255667,82226014,vc
82220415,185081772,82222815,vc
82216387,192107089,82215683,vc
82218125,182840942,82214949,vc
82230102,182231554,82231014,vc
82215409,185270589,82217953,vc
82223246,183734048,82224726,vc
82230287,184156396,82227895,vc
55874724,187604667,55873796,vc
104411116,185654768,104410604,vc
97790804,184267871,97790292,vc
105321570,191373140,105322242,vc
102739307,192610202,102739563,vc
106106669,193156449,106106157,vc
82221564,189965934,82221660,vc
63154951,192383589,63152603,vc
52438619,189301480,52439083,vc
207177802,211822158,207176714,vc
207176514,211572993,207176066,vc
207177186,211575365,207176610,vc
207177634,211571823,207176482,vc
207177875,211707387,207175955,vc
76554566,194631193,76557382,vc
76555738,194689212,76555994,vc
76557130,182456270,76554570,vc
76555706,185630987,76554938,vc
76555114,191692587,76554602,vc
76556922,184350150,76554362,vc
207178258,211510620,207178082,vc
207176786,211727007,207176978,vc
207177314,211609696,207177250,vc
207177866,211694956,207179378,vc
361342371,190868447,109452636,vc
109456498,194791147,109455282,vc
141084353,183549738,141084670,vc
101399896,186288249,101399448,vc
3320768,4706680,3318208,vc
136276363,183505971,136275123,vc
136273967,191276996,136277175,vc
136272471,185674409,136270375,vc
2328747808,191063964,2328673534,vc
135870913,192250107,135872254,vc
135871890,192410161,135871458,vc
135867950,182457637,135864462,vc
135867633,184263808,135866001,vc
136252501,184687467,136253221,vc
136251711,182593962,136252335,vc
116986424,189732530,116985912,vc
141083118,182778157,141086158,vc
146352795,187743877,146352043,vc
115688889,183309949,115493338,vc
115467862,190276825,115467350,vc
114891322,190717944,114888874,vc
115983972,189564736,115983460,vc
207602314,211567327,207605170,vc
207603914,211707710,207605490,vc
79373540,193592236,79375972,vc
84180502,186546761,84180870,vc
84177550,185188221,84180758,vc
84183236,187403264,84183480,vc
84180318,194049171,84177654,vc
84177858,192206247,84178364,vc
124095656,184611447,124096296,vc
137378805,187051757,137376613,vc
137383178,187903892,137383826,vc
137387640,185168909,137385816,vc
137381168,191722026,137381216,vc
137088589,193663483,137088077,vc
137085901,188407602,137085389,vc
3302204,4788510,3301692,vc
1276518583,211800111,1276458611,vc
84081064,186347837,84081320,vc
81731384,186038782,81730416,vc
741720660,211759783,741176755,vc
123653243,188789760,123650859,vc
123655791,192651113,123654415,vc
77244555,184812755,77245011,vc
78414781,192073584,78417597,vc
78415336,182228082,78416616,vc
78967228,186046183,78967132,vc
77244211,184796604,77244691,vc
1425115016,211668975,1423091134,vc
76861998,191159277,76862166,vc
76861646,185553712,76863542,vc
207604362,211578376,207603410,vc
207603171,211568917,207603459,vc
77819964,194478479,77823884,vc
77272577,191566588,77272862,vc
42564162,189585676,42564316,vc
2409694835,185138923,2409757238,vc
2409936401,194339332,2409891088,vc
426095038,192176136,426416757,vc
83744803,183068759,83743997,vc
76763030,194815734,76761446,vc
129026903,182935597,129026391,vc
146340667,184062673,146339435,vc
131618406,182913854,131619078,vc
131619162,195164626,131617674,vc
145969433,190601182,145969449,vc
142257200,188603821,142255568,vc
146349424,191854810,146346704,vc
146343023,186457967,146345719,vc
146343327,184416115,146344911,vc
146346376,185176993,146346832,vc
146347056,189297492,146347680,vc
146360465,194815874,146360993,vc
146344175,194713393,146343823,vc
146343663,191836114,146342287,vc
146345791,193908067,146342863,vc
146342383,189520114,146342799,vc
146344815,193297160,146342671,vc
146351542,185845864,146350742,vc
131182450,183563925,131181938,vc
131179290,185822166,131178778,vc
131164851,184450505,131166003,vc
142126945,186291334,142126529,vc
131170115,183179592,131169603,vc
149367169,188353410,149368670,vc
142104500,184370157,142106212,vc
142118738,193804038,142116130,vc
142117762,190288658,142117852,vc
76744223,191354048,76742927,vc
434114553,188761598,76743023,vc
76743151,190613679,76743671,vc
64922076,191133870,64924972,vc
85603077,187645328,85603001,vc
85605253,189918718,85603289,vc
77278564,185557758,77275460,vc
76756291,184076252,76758253,vc
76755236,192815841,76755704,vc
76757067,191415365,76757181,vc
76757421,191549740,76758093,vc
76756477,190881255,76757533,vc
207597932,211666189,207598860,vc
73757485,193876517,73759245,vc
207183204,211562316,207180836,vc
207183012,211707870,207180100,vc
207182932,211747116,207181076,vc
207182020,211684403,207182340,vc
107912830,192721805,107912126,vc
207179948,211792074,207183308,vc
207179868,211827200,207183340,vc
77275746,185554122,77277052,vc
84182550,183154590,84184390,vc
76843953,184962595,76842209,vc
64629346,195007667,64628738,vc
53784442,194484538,53783258,vc
2331435784,187387055,2331508914,vc
77048360,187125256,77047792,vc
75696984,187595312,75696472,vc
75698144,193654223,75697632,vc
48888551,191010601,48888039,vc
48294275,184280966,48295357,vc
48863533,194159146,48863789,vc
68121019,194722029,68124075,vc
50857837,182178847,50857325,vc
